codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"MAT2931, TOP EQUACOES DIFERENCIAIS II, 3ZA",MAT2931,TOP EQUACOES DIFERENCIAIS II,SERGEY TIKHOMIROV,3ZA,I,SEG 09-11 QUA 09-11,0,0,0
"MAT2934, TOP DE SISTEMAS DINAMICOS I, 3ZA",MAT2934,TOP DE SISTEMAS DINAMICOS I,SERGEY TIKHOMIROV,3ZA,D,SEG 09-11 QUA 09-11,0,0,0
"MAT2935, TOP DE SISTEMAS DINAMICOS II, 3ZA",MAT2935,TOP DE SISTEMAS DINAMICOS II,SERGEY TIKHOMIROV,3ZA,I,GAVEA,0,4,0
"MAT2970, TOPICOS DE MATEMATICA I, 3ZA",MAT2970,TOPICOS DE MATEMATICA I,SERGEI BURKIN,3ZA,I,GAVEA,0,4,0
"MAT2972, SEMINARIO DE MATEMATICA I, 3ZA",MAT2972,SEMINARIO DE MATEMATICA I,RANGEL BALDASSO,3ZA,D,SEG 17-19 QUA 17-19,0,0,0
"MAT2973, SEMINARIO DE MATEMATICA II, 3ZA",MAT2973,SEMINARIO DE MATEMATICA II,RANGEL BALDASSO,3ZA,D,SEG 17-19 QUA 17-19,0,0,0
"MAT3000, DISSERTACAO DE MESTRADO, 3ZA",MAT3000,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,3ZA,D,,0,0,0
"MAT3001, TESE DE DOUTORADO, 3ZA",MAT3001,TESE DE DOUTORADO,COORDENADOR DE CURSO,3ZA,D,,0,0,0
"MAT3004, EXAME DE QUALIFICACAO, 3ZA",MAT3004,EXAME DE QUALIFICACAO,COORDENADOR DE CURSO,3ZA,D,,0,0,0
"MAT3204, ESTAGIO DOCENCIA NA GRADUACAO, 3ZA",MAT3204,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,3,0
"MAT3205, ESTAGIO DOCENCIA NA GRADUACAO, 3ZA",MAT3205,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,3,0
"MAT3210, ESTAGIO DOCENCIA NA GRADUACAO, 3ZA",MAT3210,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,3,0
"MAT3220, ESTAGIO DOCENCIA NA GRADUACAO, 3ZA",MAT3220,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,3,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33A",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33A,I,QUI 09-11 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33B",MAT4001,NIVELAMENTO DE MATEMÁTICA I,DANIEL KISS,33B,I,SEX 11-13 L246,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33C",MAT4001,NIVELAMENTO DE MATEMÁTICA I,KAUANE DE ARAUJO SILVA,33C,I,SEX 13-15 L270,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33D",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33D,I,SEX 07-09 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33E",MAT4001,NIVELAMENTO DE MATEMÁTICA I,DANIA GONZALEZ MORALES,33E,I,QUI 11-13 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33F",MAT4001,NIVELAMENTO DE MATEMÁTICA I,DANIEL KISS,33F,I,SEX 09-11 L246,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33G",MAT4001,NIVELAMENTO DE MATEMÁTICA I,KAUANE DE ARAUJO SILVA,33G,I,SEX 11-13 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33H",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33H,I,SEX 13-15 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33I",MAT4001,NIVELAMENTO DE MATEMÁTICA I,KAUANE DE ARAUJO SILVA,33I,I,SEX 09-11 L274,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33J",MAT4001,NIVELAMENTO DE MATEMÁTICA I,DANIEL KISS,33J,I,SEX 07-09 L246,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33L",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33L,I,SEX 09-11 L270,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33M",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33M,D,QUI 13-15 L246,0,0,0
"MAT4001, NIVELAMENTO DE MATEMÁTICA I, 33N",MAT4001,NIVELAMENTO DE MATEMÁTICA I,TATIANA FERNANDES SODERO,33N,I,QUI 15-17 L246,0,0,0
"MAT4002, NIVELAMENTO DE MATEMÁTICA II, 33A",MAT4002,NIVELAMENTO DE MATEMÁTICA II,LUANA SA DE AZEVEDO DE ARAUJO,33A,I,QUI 07-09 L246,0,0,0
"MAT4002, NIVELAMENTO DE MATEMÁTICA II, 33B",MAT4002,NIVELAMENTO DE MATEMÁTICA II,LUANA SA DE AZEVEDO DE ARAUJO,33B,I,QUI 09-11 L246,0,0,0
"MAT4002, NIVELAMENTO DE MATEMÁTICA II, 33C",MAT4002,NIVELAMENTO DE MATEMÁTICA II,LUANA SA DE AZEVEDO DE ARAUJO,33C,I,QUI 11-13 L246,0,0,0
"MAT4057, TOP AVANCADO DE MATEMATICA C, 3ZA",MAT4057,TOP AVANCADO DE MATEMATICA C,BOYAN SLAVCHEV SIRAKOV,3ZA,I,TER 09-11 L582  QUI 09-11 L582,0,0,0
"MAT4058, TOP AVANCADO DE MATEMATICA D, 3ZA",MAT4058,TOP AVANCADO DE MATEMATICA D,RAFAEL OSWALDO RUGGIERO RODRIGUEZ,3ZA,I,SEG 13-15 L530  QUA 13-15 L530,0,0,0
"MAT4154, EQS DIF E DE DIFERENÇAS, 33A",MAT4154,EQS DIF E DE DIFERENÇAS,RAFAEL OSWALDO RUGGIERO RODRIGUEZ,33A,I,SEG 09-11 L274  QUA 09-11 L274,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33B",MAT4161,CÁLCULO A UMA VARIÁVEL,GIOVANNA LUISA COELHO LEAL,33B,I,SEG 07-09 L252  TER 07-09 L252  QUA 07-09 L252,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33C",MAT4161,CÁLCULO A UMA VARIÁVEL,EDUARDO BARBOSA PINHEIRO,33C,I,SEG 09-11 L252  TER 09-11 L252  QUA 09-11 L252,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33D",MAT4161,CÁLCULO A UMA VARIÁVEL,EDUARDO BARBOSA PINHEIRO,33D,I,SEG 11-13 L252  TER 11-13 L252  QUA 11-13 L252,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33E",MAT4161,CÁLCULO A UMA VARIÁVEL,LUANA SA DE AZEVEDO DE ARAUJO,33E,I,SEG 13-15 L252  TER 13-15 L252  QUA 13-15 L252,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33F",MAT4161,CÁLCULO A UMA VARIÁVEL,LUANA SA DE AZEVEDO DE ARAUJO,33F,I,SEG 15-17 L252  TER 15-17 L252  QUA 15-17 L252,0,0,0
"MAT4161, CÁLCULO A UMA VARIÁVEL, 33G",MAT4161,CÁLCULO A UMA VARIÁVEL,DEBORA FREIRE MONDAINI,33G,I,SEG 11-13 L314  TER 11-13 L246  QUA 11-13 L314,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33A",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,DANIA GONZALEZ MORALES,33A,I,SEG 07-09 L258  QUA 07-09 L258,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33B",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,RENATA MARTINS DA ROSA,33B,I,SEG 09-11 L258  QUA 09-11 L258,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33C",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,DANIA GONZALEZ MORALES,33C,I,SEG 11-13 L258  QUA 11-13 L258,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33D",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,GIOVANNA LUISA COELHO LEAL,33D,I,SEG 11-13 L274  QUA 11-13 L274,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33E",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,LUIZE MELLO D URSO VIANNA,33E,I,SEG 13-15 L258  QUA 13-15 L258,0,0,0
"MAT4162, CÁLCULO A VÁRIAS VARIÁVEIS I, 33F",MAT4162,CÁLCULO A VÁRIAS VARIÁVEIS I,LUIZE MELLO D URSO VIANNA,33F,I,SEG 15-17 L258  QUA 15-17 L258,0,0,0
"MAT4163, CÁLCULO A VÁRIAS VARIÁVEIS II, 33A",MAT4163,CÁLCULO A VÁRIAS VARIÁVEIS II,WILSON REIS DE SOUZA NETO,33A,I,SEG 11-13 L246  QUA 11-13 L246,0,0,0
"MAT4164, EQS DIF E MATEMATICA DISCRETA, 33A",MAT4164,EQS DIF E MATEMATICA DISCRETA,GRAHAM ANDREW CRAIG SMITH,33A,I,SEG 13-15 L270  QUA 13-15 L270  QUI 13-15 L270,0,0,0
"MAT4174, EQS DIF SINAIS SISTEMAS, 33A",MAT4174,EQS DIF SINAIS SISTEMAS,MARCOS CRAIZER,33A,I,SEG 13-15 L274  QUA 13-15 L274  QUI 13-15 L274,0,0,0
"MAT4181, CÁLCULO A UMA VARIÁVEL ESP, 33A",MAT4181,CÁLCULO A UMA VARIÁVEL ESP,SINESIO PESCO,33A,I,SEG 09-11 L246  TER 09-11 L246  QUA 09-11 L246,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33A",MAT4200,ÁLGEBRA LINEAR I,DANIA GONZALEZ MORALES,33A,I,TER 07-09 L270  QUI 07-09 L270,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33B",MAT4200,ÁLGEBRA LINEAR I,CLAUDEMIR ALCANTARA DOS SANTOS JUNIOR,33B,I,TER 07-09 L258  QUI 07-09 L258,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33C",MAT4200,ÁLGEBRA LINEAR I,DANIA GONZALEZ MORALES,33C,I,TER 09-11 L270  QUI 09-11 L270,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33D",MAT4200,ÁLGEBRA LINEAR I,RENATA MARTINS DA ROSA,33D,I,TER 11-13 L314  QUI 11-13 L314,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33E",MAT4200,ÁLGEBRA LINEAR I,SAMUEL PACITTI GENTIL,33E,I,TER 11-13 L270  QUI 11-13 L270,0,0,0
"MAT4200, ÁLGEBRA LINEAR I, 33F",MAT4200,ÁLGEBRA LINEAR I,SAMUEL PACITTI GENTIL,33F,I,TER 15-17 L270  QUI 15-17 L270,0,0,0
"MAT4202, ÁLGEBRA LINEAR II, 33A",MAT4202,ÁLGEBRA LINEAR II,DANIEL KISS,33A,I,SEG 07-09 L314  QUA 07-09 L314,0,0,0
"MAT4202, ÁLGEBRA LINEAR II, 33B",MAT4202,ÁLGEBRA LINEAR II,RODRIGO BEZERRA DE MATOS,33B,I,SEG 09-11 L314  QUA 09-11 L314,0,0,0
"MAT4202, ÁLGEBRA LINEAR II, 33C",MAT4202,ÁLGEBRA LINEAR II,WILSON REIS DE SOUZA NETO,33C,I,SEG 09-11 L270  QUA 09-11 L270,0,0,0
"MAT4403, TÓPICO EXT DE MATEMÁTICA I, 3ZA",MAT4403,TÓPICO EXT DE MATEMÁTICA I,LUIZE MELLO D URSO VIANNA,3ZA,I,GAVEA,0,6,0
"MAT4640, INTRODUÇÃO ANÁLISE DE FOURIER, 3ZB",MAT4640,INTRODUÇÃO ANÁLISE DE FOURIER,RODRIGO BEZERRA DE MATOS,3ZB,I,GAVEA,0,4,0
"MAT4702, INTRODUÇÃO À TOPOLOGIA, 3ZA",MAT4702,INTRODUÇÃO À TOPOLOGIA,LORENZO JUSTINIANO DIAZ CASADO,3ZA,I,TER 15-17 DPTO  QUI 15-17 DPTO,0,0,0
"MAT4702, INTRODUÇÃO À TOPOLOGIA, 3ZB",MAT4702,INTRODUÇÃO À TOPOLOGIA,LORENZO JUSTINIANO DIAZ CASADO,3ZB,I,GAVEA,0,4,0
"MAT4901, EQUAÇÕES DIFERENC ORDINÁRIAS, 3ZA",MAT4901,EQUAÇÕES DIFERENC ORDINÁRIAS,RANGEL BALDASSO,3ZA,I,SEG 13-15 L524  QUA 13-15 L524,0,0,0
"MEC2001, SEMINARIO DE DOUTORADO I, 3SA",MEC2001,SEMINARIO DE DOUTORADO I,COORDENADOR DE CURSO,3SA,I,GAVEA,0,2,0
"MEC2002, SEMINARIO DE DOUTORADO II, 3SA",MEC2002,SEMINARIO DE DOUTORADO II,COORDENADOR DE CURSO,3SA,D,GAVEA,0,2,0
"MEC2006, TOP ESP DE ENGENHARIA MECANICA, 3SA",MEC2006,TOP ESP DE ENGENHARIA MECANICA,JESSE AUGUSTO DOS SANTOS PAIXAO,3SA,I,QUA 13-16 DPTO,0,0,0
"MEC2009, TOP ESP DE ENGENHARIA MECANICA, 3SA",MEC2009,TOP ESP DE ENGENHARIA MECANICA,IGOR BRAGA DE PAULA,3SA,I,SEG 12-14 L106  QUI 12-13 L106,0,0,0
"MEC2017, TOP ESPECIAIS EM ENG MECANICA, 3SA",MEC2017,TOP ESPECIAIS EM ENG MECANICA,IVAN ROSA DE SIQUEIRA,3SA,I,SEX 13-16 L106,0,0,0
"MEC2031, SEMINARIO DE MESTRADO, 3SA",MEC2031,SEMINARIO DE MESTRADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC2111, MET MATEM ENG MECANICA II, 3SA",MEC2111,MET MATEM ENG MECANICA II,ROBERTA DE QUEIROZ LIMA,3SA,I,SEX 13-16 DPTO,0,0,0
"MEC2231, MECANICA DA FRATURA E FADIGA, 3SA",MEC2231,MECANICA DA FRATURA E FADIGA,JAIME TUPIASSU PINHO DE CASTRO,3SA,I,SEG 17-18 DPTO  SEX 17-19 DPTO,0,0,0
"MEC2240, TEORIA DA ELASTICIDADE, 3SA",MEC2240,TEORIA DA ELASTICIDADE,ANDERSON PEREIRA,3SA,I,SEX 09-12 DPTO,0,0,0
"MEC2303, TERMODINAMICA, 3SA",MEC2303,TERMODINAMICA,PAULO ROBERTO DE SOUZA MENDES,3SA,I,QUI 09-12 L106,0,0,0
"MEC2335, DINAMICA FLUIDOS COMPUTACIONAL, 3SA",MEC2335,DINAMICA FLUIDOS COMPUTACIONAL,ANGELA OURIVIO NIECKELE,3SA,I,SEG 14-17 L106,0,0,0
"MEC2344, MECANICA DOS FLUIDOS I, 3SA",MEC2344,MECANICA DOS FLUIDOS I,LUIS FERNANDO ALZUGUIR AZEVEDO,3SA,I,QUA 08-11 L106,0,0,0
"MEC2347, TRANSFERENCIA DE CALOR I, 3SA",MEC2347,TRANSFERENCIA DE CALOR I,FLORIAN ALAIN YANNICK PRADELLE,3SA,I,SEX 09-12 L106,0,0,0
"MEC2357, MOTORES DE COMBUSTAO INTERNA, 3SA",MEC2357,MOTORES DE COMBUSTAO INTERNA,SERGIO LEAL BRAGA,3SA,I,QUA 13-16 L106,0,0,0
"MEC2367, INTEGRIDADE ESTRUTURAL, 3SA",MEC2367,INTEGRIDADE ESTRUTURAL,RENATO BICHARA VIEIRA,3SA,I,QUA 09-12 DPTO,0,0,0
"MEC2373, ESCOAMENTO EM DUTOS, 3SA",MEC2373,ESCOAMENTO EM DUTOS,SIDNEY STUCKENBRUCK,3SA,I,TER 13-16 DPTO,0,0,0
"MEC2380, COMPLETACAO DE POCOS PETROLEO, 3SA",MEC2380,COMPLETACAO DE POCOS PETROLEO,WELLINGTON CAMPOS,3SA,I,QUA 18-21 L106,0,0,0
"MEC2384, ENGENHARIA DE RESERVATORIOS, 3SA",MEC2384,ENGENHARIA DE RESERVATORIOS,MARCOS VITOR BARBOSA MACHADO,3SA,I,QUI 18-21 L106,0,0,0
"MEC2388, FUNDAMENTOS DA COMBUSTAO, 3SA",MEC2388,FUNDAMENTOS DA COMBUSTAO,FABIO JESSEN WERNECK DE ALMEIDA MARTINS,3SA,I,QUI 13-16 L106,0,0,0
"MEC2392, REOLOGIA DE FUIDOS COMPLEXOS, 3SA",MEC2392,REOLOGIA DE FUIDOS COMPLEXOS,MONICA FEIJO NACCACHE,3SA,I,SEG 08-11 L106,0,0,0
"MEC2393, TRANSIÇÃO ENERGÉTICA, 3SA",MEC2393,TRANSIÇÃO ENERGÉTICA,EDMAR LUIZ FAGUNDES DE ALMEIDA,3SA,I,SEG 17-20 L106,0,0,0
"MEC2394, PROJETO DE SIST. ENERGÉTICOS, 3SA",MEC2394,PROJETO DE SIST. ENERGÉTICOS,SERGIO LEAL BRAGA,3SA,I,SEG 14-17 DPTO,0,0,0
"MEC2395, PROJETO DE SISTEMAS MECÂNICOS, 3SA",MEC2395,PROJETO DE SISTEMAS MECÂNICOS,RENATO BICHARA VIEIRA,3SA,I,SEX 13-16 DPTO,0,0,0
"MEC2402, CONTR DE SISTEMAS ROBOTICOS, 3SA",MEC2402,CONTR DE SISTEMAS ROBOTICOS,MARCO ANTONIO MEGGIOLARO,3SA,I,TER 13-16 L106,0,0,0
"MEC2403, OTIMIZ:ALG E APLIC NA ENG MEC, 3SA",MEC2403,OTIMIZ:ALG E APLIC NA ENG MEC,IVAN FABIO MOTA DE MENEZES,3SA,I,TER 09-12 L106,0,0,0
"MEC2501, ESTUDO ORIENTADO, 3SA",MEC2501,ESTUDO ORIENTADO,COORDENADOR DE CURSO,3SA,I,GAVEA,0,3,0
"MEC2502, ESTUDO ORIENTADO, 3SA",MEC2502,ESTUDO ORIENTADO,COORDENADOR DE CURSO,3SA,I,GAVEA,0,3,0
"MEC2505, ESTUDO ORIENTADO, 3SA",MEC2505,ESTUDO ORIENTADO,COORDENADOR DE CURSO,3SA,I,GAVEA,0,2,0
"MEC2509, ESTUDO ORIENTADO, 3SA",MEC2509,ESTUDO ORIENTADO,COORDENADOR DE CURSO,3SA,I,GAVEA,0,1,0
"MEC3000, DISSERTACAO DE MESTRADO, 3SA",MEC3000,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3001, TESE DE DOUTORADO, 3SA",MEC3001,TESE DE DOUTORADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3003, PROPOSTA DISSERT MESTRADO, 3SA",MEC3003,PROPOSTA DISSERT MESTRADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3005, EXAME DE QUALIFICACAO I, 3SA",MEC3005,EXAME DE QUALIFICACAO I,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3030, PRODUCAO CIENTIFICA MESTRADO, 3SA",MEC3030,PRODUCAO CIENTIFICA MESTRADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3031, PRODUCAO CIENTIFICA DOUTORADO, 3SA",MEC3031,PRODUCAO CIENTIFICA DOUTORADO,COORDENADOR DE CURSO,3SA,D,,0,0,0
"MEC3032, PROD CIENT DOUT I, 3SA",MEC3032,PROD CIENT DOUT I,COORDENADOR DE CURSO,3SA,I,,0,0,0
"MEC3033, PROD CIENT DOUT II, 3SA",MEC3033,PROD CIENT DOUT II,COORDENADOR DE CURSO,3SA,I,,0,0,0
"MEC3201, ESTAGIO DOCENCIA NA GRADUACAO, 3SA",MEC3201,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3SA,D,GAVEA,0,3,0
"MEC3211, ESTAGIO DOCENCIA NA GRADUACAO, 3SA",MEC3211,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3SA,D,GAVEA,0,3,0
"MEC3221, ESTAGIO DOCENCIA NA GRADUACAO, 3SA",MEC3221,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,3SA,D,GAVEA,0,3,0
"MQI2001, FUNDAMENTOS DA METROLOGIA, 32A",MQI2001,FUNDAMENTOS DA METROLOGIA,ELISABETH COSTA MONTEIRO,32A,D,SEG 13-16,0,0,0
"MQI2002, FUND TECNOL INDUSTRIAL BASICA, 32A",MQI2002,FUND TECNOL INDUSTRIAL BASICA,MARIA FATIMA LUDOVICO DA GAMA E SOUZA,32A,D,TER 09-12,0,0,0
"MQI2003, ESTATISTICA PARA METROLOGIA, 32A",MQI2003,ESTATISTICA PARA METROLOGIA,REINALDO CASTRO SOUZA,32A,D,SEG 08-11,0,0,0
"MQI2010, SEMINARIOS EM METROLOGIA, 32A",MQI2010,SEMINARIOS EM METROLOGIA,ELISABETH COSTA MONTEIRO,32A,I,SEG 12-13,0,0,0
"MQI2015, COMUNICACAO CIENTIFICA, 32A",MQI2015,COMUNICACAO CIENTIFICA,ELISABETH COSTA MONTEIRO,32A,D,SEG 11-12,0,0,0
"MQI2103, SENSORES E INSTRUMENTACAO, 32A",MQI2103,SENSORES E INSTRUMENTACAO,CARLOS ROBERTO HALL BARBOSA,32A,D,SEG 17-20,0,0,0
"MQI2105, GESTAO ESTRATEGICA DA INOVACAO, 32A",MQI2105,GESTAO ESTRATEGICA DA INOVACAO,MARIA FATIMA LUDOVICO DA GAMA E SOUZA,32A,I,TER 13-16,0,0,0
"MQI2108, INTROD REDES INTELG ENERGIA, 32A",MQI2108,INTROD REDES INTELG ENERGIA,RODRIGO FLORA CALILI,32A,D,SEG 16-19,0,0,0
"MQI2205, MEDICAO BIOELETROMAGNETICA, 32A",MQI2205,MEDICAO BIOELETROMAGNETICA,ELISABETH COSTA MONTEIRO,32A,I,GAVEA,0,3,0
"MQI2206, BIOMETROLOGIA, 32A",MQI2206,BIOMETROLOGIA,ELISABETH COSTA MONTEIRO,32A,I,GAVEA,0,3,0
"MQI2305, MEDICAO DE TEMP, PRESS E VAZAO, 32A",MQI2305,"MEDICAO DE TEMP, PRESS E VAZAO",ALCIR DE FARO ORLANDO,32A,D,TER 16-19,0,0,0
"MQI2402, ENERGIA SOLAR SUAS APLICACOES, 32A",MQI2402,ENERGIA SOLAR SUAS APLICACOES,DANIEL RAMOS LOUZADA,32A,I,TER 17-20,0,0,0
"MQI2703, FERRAM METROLÓGICAS INDÚSTRIA, 32A",MQI2703,FERRAM METROLÓGICAS INDÚSTRIA,ELCIO CRUZ DE OLIVEIRA,32A,I,GAVEA,0,3,0
"MQI2704, METROLOGIA EM QUÍMICA, 32A",MQI2704,METROLOGIA EM QUÍMICA,ELCIO CRUZ DE OLIVEIRA,32A,I,GAVEA,0,3,0
"MQI2801, ESTUDO ORIENTADO, 32A",MQI2801,ESTUDO ORIENTADO,COORDENADOR DE CURSO,32A,I,GAVEA,0,3,0
"MQI2950, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2950,TOP ESPECIAIS EM METROLOGIA,DANIEL RAMOS LOUZADA,32A,I,QUA 17-20,0,0,0
"MQI2951, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2951,TOP ESPECIAIS EM METROLOGIA,ELCIO CRUZ DE OLIVEIRA,32A,I,GAVEA,0,3,0
"MQI2952, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2952,TOP ESPECIAIS EM METROLOGIA,MAURICIO NOGUEIRA FROTA,32A,I,GAVEA,0,3,0
"MQI2954, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2954,TOP ESPECIAIS EM METROLOGIA,GUILHERME PENELLO TEMPORAO,32A,I,SEG 13-15 QUA 13-14,0,0,0
"MQI2955, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2955,TOP ESPECIAIS EM METROLOGIA,RICARDO QUEIROZ AUCELIO,32A,I,TER 14-17,0,0,0
"MQI2961, TOP ESPECIAIS EM METROLOGIA, 32A",MQI2961,TOP ESPECIAIS EM METROLOGIA,RICARDO QUEIROZ AUCELIO,32A,I,QUI 16-17,0,0,0
"MQI3000, DISSERT MESTR EM METROLOGIA, 32A",MQI3000,DISSERT MESTR EM METROLOGIA,COORDENADOR DE CURSO,32A,I,,0,0,0
"NEC1606, NEUROQUÍMICA E COMPORTAMENTO, 1EN",NEC1606,NEUROQUÍMICA E COMPORTAMENTO,JAINNE MARTINS FERREIRA,1EN,I,QUA 15-17 L216,0,0,0
"NEC1610, NEUROPISIQUIATRIA, 1EN",NEC1610,NEUROPISIQUIATRIA,MARCO AURELIO DE GOES MONTEIRO NEGREIROS,1EN,I,SEG 15-17 L210,0,0,0
"NEC1701, MONOGRAFIA I, 1EA",NEC1701,MONOGRAFIA I,BRENO SANVICENTE VIEIRA,1EA,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EB",NEC1701,MONOGRAFIA I,DANIEL CORREA MOGRABI,1EB,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EC",NEC1701,MONOGRAFIA I,HELENICE CHARCHAT FICHMAN,1EC,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1ED",NEC1701,MONOGRAFIA I,JESUS LANDEIRA FERNANDEZ,1ED,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EE",NEC1701,MONOGRAFIA I,JAQUELINE DE CARVALHO RODRIGUES,1EE,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EF",NEC1701,MONOGRAFIA I,WALDIR MONTEIRO SAMPAIO,1EF,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EG",NEC1701,MONOGRAFIA I,LEONARDO FERNANDES MARTINS,1EG,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EH",NEC1701,MONOGRAFIA I,NICOLAS ADRIAN REY,1EH,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EI",NEC1701,MONOGRAFIA I,RITA DE CASSIA SOARES ALVES,1EI,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EJ",NEC1701,MONOGRAFIA I,THOMAS EICHENBERG KRAHE,1EJ,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EK",NEC1701,MONOGRAFIA I,JAINNE MARTINS FERREIRA,1EK,I,GAVEA,0,6,0
"NEC1701, MONOGRAFIA I, 1EL",NEC1701,MONOGRAFIA I,RUTH ESPINOLA SORIANO DE MELLO,1EL,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1EA",NEC1702,MONOGRAFIA II,BRENO SANVICENTE VIEIRA,1EA,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1EB",NEC1702,MONOGRAFIA II,DANIEL CORREA MOGRABI,1EB,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1EC",NEC1702,MONOGRAFIA II,HELENICE CHARCHAT FICHMAN,1EC,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1ED",NEC1702,MONOGRAFIA II,JESUS LANDEIRA FERNANDEZ,1ED,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1EE",NEC1702,MONOGRAFIA II,JAQUELINE DE CARVALHO RODRIGUES,1EE,I,GAVEA,0,6,0
"NEC1702, MONOGRAFIA II, 1EF",NEC1702,MONOGRAFIA II,NICOLAS ADRIAN REY,1EF,I,GAVEA,0,6,0
