codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"LET1910, ANAL E PROD DO TEXTO ACAD, 1EN",LET1910,ANAL E PROD DO TEXTO ACAD,MARIA DE LOURDES DUARTE SETTE,1EN,I,SEG 07-09 L216  QUA 07-09 L216,0,0,0
"LET1913, LIT CULT NOR-AMER:NACAO/IDENT, 1DA",LET1913,LIT CULT NOR-AMER:NACAO/IDENT,MARCIA LOBIANCO VICENTE AMORIM,1DA,I,TER 07-09 L130  QUI 07-09 L140,0,0,0
"LET1920, COMPREENSAO PROD TEXTO TECNICO, 18A",LET1920,COMPREENSAO PROD TEXTO TECNICO,ADRIANA GRAY DA SILVA REIS,18A,I,TER 07-09 VIRTUAL,0,0,0
"LET1920, COMPREENSAO PROD TEXTO TECNICO, 18B",LET1920,COMPREENSAO PROD TEXTO TECNICO,ADRIANA GRAY DA SILVA REIS,18B,I,QUA 07-09 VIRTUAL,0,0,0
"LET1920, COMPREENSAO PROD TEXTO TECNICO, 1WB",LET1920,COMPREENSAO PROD TEXTO TECNICO,RACHEL DA COSTA MURICY,1WB,I,SEG 15-17 L118,0,0,0
"LET1920, COMPREENSAO PROD TEXTO TECNICO, 1WD",LET1920,COMPREENSAO PROD TEXTO TECNICO,RACHEL DA COSTA MURICY,1WD,I,SEG 13-15 L118,0,0,0
"LET1921, INTRODUCAO A TRADUCAO, 1DA",LET1921,INTRODUCAO A TRADUCAO,TERESA DIAS CARNEIRO,1DA,I,TER 13-15 L130  QUI 13-15 L130,0,0,0
"LET1925, ESTUDOS DA TRADUCAO, 1DA",LET1925,ESTUDOS DA TRADUCAO,MARIA DE LOURDES DUARTE SETTE,1DA,I,SEG 11-13 L130  QUA 11-13 L130,0,0,0
"LET1938, ESTAG SUPERV DE TRADUCAO I, 1DA",LET1938,ESTAG SUPERV DE TRADUCAO I,MARIA DE LOURDES DUARTE SETTE,1DA,I,,6,0,0
"LET1939, ESTAG SUPERV DE TRADUCAO II, 1DA",LET1939,ESTAG SUPERV DE TRADUCAO II,MARIA DE LOURDES DUARTE SETTE,1DA,I,,6,0,0
"LET1947, ARQ LITER E MEMORIA CULTURAL, 1DA",LET1947,ARQ LITER E MEMORIA CULTURAL,FLAVIA VIEIRA SANTOS,1DA,I,SEG 13-15 L140,2,0,0
"LET1949, TEXTO EMPRES ORAL E ESCRITO, 1GA",LET1949,TEXTO EMPRES ORAL E ESCRITO,BEATRIZ CABRAL BASTOS,1GA,I,QUA 11-13 I002  SEX 11-13 I002,0,0,0
"LET1949, TEXTO EMPRES ORAL E ESCRITO, 1GB",LET1949,TEXTO EMPRES ORAL E ESCRITO,ADRIANA GRAY DA SILVA REIS,1GB,I,QUA 11-13 I008  SEX 11-13 I008,0,0,0
"LET1949, TEXTO EMPRES ORAL E ESCRITO, 1GC",LET1949,TEXTO EMPRES ORAL E ESCRITO,ADRIANA GRAY DA SILVA REIS,1GC,I,QUA 09-11 I008  SEX 09-11 I008,0,0,0
"LET1949, TEXTO EMPRES ORAL E ESCRITO, 1GD",LET1949,TEXTO EMPRES ORAL E ESCRITO,BEATRIZ CABRAL BASTOS,1GD,I,QUA 09-11 I002  SEX 09-11 I002,0,0,0
"LET1949, TEXTO EMPRES ORAL E ESCRITO, 1GE",LET1949,TEXTO EMPRES ORAL E ESCRITO,RACHEL DA COSTA MURICY,1GE,I,SEG 19-21 I005  QUA 19-21 I005,0,0,0
"LET1961, OFICINA DE TEXTO ENSAISTICO, 1DA",LET1961,OFICINA DE TEXTO ENSAISTICO,CLAUDIA FERNANDA CHIGRES,1DA,I,TER 11-13 L153  QUI 11-13 L153,0,0,0
"LET1974, OFICINA DRAMATURGIA P/CINEMA, 1DA",LET1974,OFICINA DRAMATURGIA P/CINEMA,CAROLINA OLIVEIRA DO AMARAL,1DA,I,SEG 11-13 L114  QUA 11-13 L114,0,0,0
"LET1988, PROJETO DE AUTORIA I, 1DA",LET1988,PROJETO DE AUTORIA I,HELENA FRANCO MARTINS,1DA,I,GAVEA,0,2,0
"LET1989, PROJETO DE AUTORIA II, 1DA",LET1989,PROJETO DE AUTORIA II,HELENA FRANCO MARTINS,1DA,I,GAVEA,0,2,0
"LET2305, EST ORIENT:PROJ DISSER MESTR, 1DA",LET2305,EST ORIENT:PROJ DISSER MESTR,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET2306, EST ORIENT:PROJ TESE DOUTOR, 1DA",LET2306,EST ORIENT:PROJ TESE DOUTOR,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET2315, PESQUISA SUPERV P MESTRADO, 1DA",LET2315,PESQUISA SUPERV P MESTRADO,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET2316, PESQUISA SUPERVIS DOUTORADO I, 1DA",LET2316,PESQUISA SUPERVIS DOUTORADO I,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET2317, PESQUISA SUPERVIS DOUTORADO II, 1DA",LET2317,PESQUISA SUPERVIS DOUTORADO II,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET2326, ORIENTACAO DE POS-GRAD M E D, 1DA",LET2326,ORIENTACAO DE POS-GRAD M E D,INES KAYON DE MILLER,1DA,I,GAVEA,0,3,0
"LET2330, ORIENTACAO DE POS-GRAD M E D, 1DA",LET2330,ORIENTACAO DE POS-GRAD M E D,MARIA DO CARMO LEITE DE OLIVEIRA,1DA,I,GAVEA,0,4,0
"LET2369, TOP EM ESTUDOS DA LINGUAGEM, 1DA",LET2369,TOP EM ESTUDOS DA LINGUAGEM,COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET2403, INTRODUCAO A PSICOLINGUISTICA, 1DA",LET2403,INTRODUCAO A PSICOLINGUISTICA,ERICA DOS SANTOS RODRIGUES,1DA,D,QUI 13-16 L582,0,0,0
"LET2404, AQUISICAO DA LINGUAGEM, 1DA",LET2404,AQUISICAO DA LINGUAGEM,LETICIA MARIA SICURO CORREA,1DA,D,QUI 16-19 L582,0,0,0
"LET2406, INTRODUCAO ESTUDOS DA TRADUCAO, 1DA",LET2406,INTRODUCAO ESTUDOS DA TRADUCAO,TERESA DIAS CARNEIRO,1DA,D,SEG 13-16 L582,0,0,0
"LET2409, INTRODUCAO ANALISE DO DISCURSO, 1DA",LET2409,INTRODUCAO ANALISE DO DISCURSO,LIANA DE ANDRADE BIAR,1DA,D,QUA 16-19 L582,0,0,0
"LET2421, LINGUIST SISTEMICO-FUNCIONAL, 1DA",LET2421,LINGUIST SISTEMICO-FUNCIONAL,ADRIANA NOGUEIRA ACCIOLY NOBREGA,1DA,D,TER 16-19 L514,0,0,0
"LET2424, DISCURSO E IDENTIDADE, 1DA",LET2424,DISCURSO E IDENTIDADE,RENAN SILVA DA PIEDADE,1DA,D,QUA 13-16 L582,0,0,0
"LET2432, TRADUCAO DE POESIA, 1DA",LET2432,TRADUCAO DE POESIA,PAULO FERNANDO HENRIQUES BRITTO,1DA,D,SEG 16-19 L582,0,0,0
"LET2440, DISCURSO CONTEXTOS PEDAGOGICOS, 1DA",LET2440,DISCURSO CONTEXTOS PEDAGOGICOS,INES KAYON DE MILLER,1DA,D,TER 13-16 L582,0,0,0
"LET2452, ESTUD LING CONTEMPORANIEDADE, 1DA",LET2452,ESTUD LING CONTEMPORANIEDADE,COORDENADOR DE CURSO,1DA,D,SEX 13-16 L582,0,0,0
"LET2500, TEORIAS LITERATURA E CULTURA, 1DA",LET2500,TEORIAS LITERATURA E CULTURA,PATRICIA GISSONI DE SANTIAGO LAVELLE,1DA,D,QUA 13-16 L581,0,0,0
"LET2502, SEMINARIO DE DISSERTACAO, 1DA",LET2502,SEMINARIO DE DISSERTACAO,FREDERICO OLIVEIRA COELHO,1DA,D,SEG 16-19 L581,0,0,0
"LET2503, PROJETO INDIVIDUAL ESTUDOS I, 1DA",LET2503,PROJETO INDIVIDUAL ESTUDOS I,COORDENADOR DE CURSO,1DA,I,GAVEA,0,3,0
"LET2504, SEMINARIOS AVANCADOS, 1DA",LET2504,SEMINARIOS AVANCADOS,VIVIANE MENDES DE MORAES,1DA,D,QUI 13-16 L464,0,0,0
"LET2505, SEM FORM PROJ/DES PESQUISA II, 1DA",LET2505,SEM FORM PROJ/DES PESQUISA II,ANA PAULA VEIGA KIFFER,1DA,D,TER 16-19 L581,0,0,0
"LET2507, PROJETO INDIVIDUAL ESTUDOS II, 1DA",LET2507,PROJETO INDIVIDUAL ESTUDOS II,COORDENADOR DE CURSO,1DA,I,GAVEA,0,3,0
"LET2524, TOP AVA TEO CRIT CONTEMP III, 1DA",LET2524,TOP AVA TEO CRIT CONTEMP III,VERA LUCIA FOLLAIN DE FIGUEIREDO,1DA,D,QUA 16-19,0,0,0
"LET2525, NOVOS SUPORTES DA ESCRITA, 1DA",LET2525,NOVOS SUPORTES DA ESCRITA,JULIO CESAR VALLADAO DINIZ,1DA,I,QUI 13-16,0,0,0
"LET2528, ESCRITA ARTIST/PROD PENSAMENTO, 1DA",LET2528,ESCRITA ARTIST/PROD PENSAMENTO,HELENA FRANCO MARTINS,1DA,D,QUI 16-19 L328,0,0,0
"LET2530, TEORIAS E PRATICAS ARTISTICAS, 1DA",LET2530,TEORIAS E PRATICAS ARTISTICAS,ANA MARIA BARCELLOS KFOURI,1DA,D,TER 13-16 L581,0,0,0
"LET2551, TOP EM LITERATURA PORTUGUESA, 1DA",LET2551,TOP EM LITERATURA PORTUGUESA,IZABEL MARGATO,1DA,D,SEG 16-19 L514,0,0,0
"LET2558, TOP AVAN TEOR CRIT CONTEMP IV, 1DA",LET2558,TOP AVAN TEOR CRIT CONTEMP IV,ALEXANDRE MONTAURY BAPTISTA COUTINHO,1DA,D,SEX 13-16 L581,0,0,0
"LET2559, TOP AVAN TEOR CRIT CONTEMP V, 1DA",LET2559,TOP AVAN TEOR CRIT CONTEMP V,LUIZ CAMILLO DOLABELLA PORTELLA O DE ALMEIDA,1DA,D,QUI 16-19 L450,0,0,0
"LET2614, TOP AVANC TEORIA LINGUISTICA, 1DA",LET2614,TOP AVANC TEORIA LINGUISTICA,CILENE APARECIDA NUNES RODRIGUES NEVINS,1DA,D,QUA 13-16 L452,0,0,0
"LET2619, TOP AVANC EM LINGUA E COGNICAO, 1DA",LET2619,TOP AVANC EM LINGUA E COGNICAO,ERICA DOS SANTOS RODRIGUES,1DA,D,QUA 16-19 L464,0,0,0
"LET2640, TOP AVANC LING,SENT E TRADUCAO, 1DA",LET2640,"TOP AVANC LING,SENT E TRADUCAO",LEONARDO BERENGER ALVES CARNEIRO,1DA,D,TER 16-19 L582,0,0,0
"LET3004, EXAME DE QUALIFICACAO, 1DA",LET3004,EXAME DE QUALIFICACAO,COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET3010, DISSERT MESTRADO (EST LING), 1DA",LET3010,DISSERT MESTRADO (EST LING),COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET3011, DISSERT MESTR (LIT,CULT/CONT), 1DA",LET3011,"DISSERT MESTR (LIT,CULT/CONT)",COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET3014, EXAME QUALIFICACAO - MESTRADO, 1DA",LET3014,EXAME QUALIFICACAO - MESTRADO,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3015, EXAME QUALIFICACAO - DOUTORADO, 1DA",LET3015,EXAME QUALIFICACAO - DOUTORADO,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3020, TESE DOUTORADO (EST LING), 1DA",LET3020,TESE DOUTORADO (EST LING),COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET3021, TESE DE DOUT (LIT,CULT,CONT), 1DA",LET3021,"TESE DE DOUT (LIT,CULT,CONT)",COORDENADOR DE CURSO,1DA,D,,0,0,0
"LET3030, PESQ ORIENTADA-MESTRADO I, 1DA",LET3030,PESQ ORIENTADA-MESTRADO I,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3031, PESQ ORIENTADA-MESTRADO II, 1DA",LET3031,PESQ ORIENTADA-MESTRADO II,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3032, PESQ ORIENTADA-DOUTORADO I, 1DA",LET3032,PESQ ORIENTADA-DOUTORADO I,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3033, PESQ ORIENTADA-DOUTORADO II, 1DA",LET3033,PESQ ORIENTADA-DOUTORADO II,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3034, PESQ ORIENTADA-DOUTORADO III, 1DA",LET3034,PESQ ORIENTADA-DOUTORADO III,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3035, PESQ ORIENTADA-DOUTORADO IV, 1DA",LET3035,PESQ ORIENTADA-DOUTORADO IV,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3036, PESQ ORIENTADA-DOUTORADO V, 1DA",LET3036,PESQ ORIENTADA-DOUTORADO V,COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1DA",LET3101,EXAME DE PROF LING EST(INGLES),COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1LA",LET3101,EXAME DE PROF LING EST(INGLES),AGNIESZKA EWA LATAWIEC,1LA,I,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1PA",LET3101,EXAME DE PROF LING EST(INGLES),DANIEL CARLOS TAISSUM CARDOSO,1PA,D,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1PB",LET3101,EXAME DE PROF LING EST(INGLES),ANTONIO KRISHNAMURTI BELENO DE OLIVEIRA,1PB,N,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1QA",LET3101,EXAME DE PROF LING EST(INGLES),COORDENADOR DE CURSO,1QA,I,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1WA",LET3101,EXAME DE PROF LING EST(INGLES),COORDENADOR DE CURSO,1WA,I,,0,0,0
"LET3101, EXAME DE PROF LING EST(INGLES), 1XA",LET3101,EXAME DE PROF LING EST(INGLES),COORDENADOR DE CURSO,1XA,I,,0,0,0
"LET3102, EXAME PROF LING ESTR(FRANCES), 1DA",LET3102,EXAME PROF LING ESTR(FRANCES),COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3104, EXAME PROF LING ESTR(ESPANHOL), 1DA",LET3104,EXAME PROF LING ESTR(ESPANHOL),COORDENADOR DE CURSO,1DA,I,,0,0,0
"LET3106, EXAME PROF LING EST:INGL-DOUT, 1PA",LET3106,EXAME PROF LING EST:INGL-DOUT,DANIEL CARLOS TAISSUM CARDOSO,1PA,D,,0,0,0
"LET3106, EXAME PROF LING EST:INGL-DOUT, 1QA",LET3106,EXAME PROF LING EST:INGL-DOUT,COORDENADOR DE CURSO,1QA,I,,0,0,0
"LET3106, EXAME PROF LING EST:INGL-DOUT, 1WA",LET3106,EXAME PROF LING EST:INGL-DOUT,COORDENADOR DE CURSO,1WA,I,,0,0,0
"LET3106, EXAME PROF LING EST:INGL-DOUT, 1XA",LET3106,EXAME PROF LING EST:INGL-DOUT,COORDENADOR DE CURSO,1XA,I,,0,0,0
"LET3201, ESTAGIO DOC ORIENTADO I - M, 1DA",LET3201,ESTAGIO DOC ORIENTADO I - M,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET3202, ESTAGIO DOC ORIENTADO I - D, 1DA",LET3202,ESTAGIO DOC ORIENTADO I - D,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET3203, ESTAGIO DOC ORIENTADO II - D, 1DA",LET3203,ESTAGIO DOC ORIENTADO II - D,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET3210, ESTAGIO DOCENCIA NA GRADUACAO, 1DA",LET3210,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,1DA,D,GAVEA,0,3,0
"LET9420, BRAZ LANG CULT STER REALITY, 1DA",LET9420,BRAZ LANG CULT STER REALITY,RICARDO BORGES ALENCAR,1DA,I,QUA 09-11 L142,2,0,0
"MAT1050, TOPICOS I, 3ZA",MAT1050,TOPICOS I,NICOLAU CORCAO SALDANHA,3ZA,I,SEX 09-11 L582,0,2,0
"MAT1051, TOPICOS II, 3ZA",MAT1051,TOPICOS II,NICOLAU CORCAO SALDANHA,3ZA,I,SEX 09-11 L153,0,2,0
"MAT1071, MATEMATICA ESPACO E FORMAS, 38A",MAT1071,MATEMATICA ESPACO E FORMAS,CRISTIANE PINHO GUEDES,38A,I,SEX 13-15 RDC,0,0,0
"MAT1071, MATEMATICA ESPACO E FORMAS, 38B",MAT1071,MATEMATICA ESPACO E FORMAS,LUANA SA DE AZEVEDO DE ARAUJO,38B,I,SEX 13-15 RDC,0,0,0
"MAT1072, CALCULO NA ARQUITETURA, 38A",MAT1072,CALCULO NA ARQUITETURA,CRISTIANE PINHO GUEDES,38A,I,QUA 15-18 RDC,0,0,0
"MAT1223, ESPACOS VETOR/TRANSF LINEARES, 3ZA",MAT1223,ESPACOS VETOR/TRANSF LINEARES,SIMON RICHARD GRIFFITHS,3ZA,I,TER 13-15 DPTO  QUI 13-15 DPTO,0,2,0
"MAT1224, ESTRUTURAS ALGEBRICAS I, 3ZA",MAT1224,ESTRUTURAS ALGEBRICAS I,NICOLAU CORCAO SALDANHA,3ZA,I,SEG 09-11 DPTO  QUA 09-11 DPTO,0,2,0
"MAT1320, INTRODUCAO MATEMATICA DISCRETA, 33A",MAT1320,INTRODUCAO MATEMATICA DISCRETA,LUIS EDUARDO FERREIRA BARBOSA MOREIRA,33A,I,TER 11-13 L110  QUI 11-13 L110,0,0,0
"MAT1320, INTRODUCAO MATEMATICA DISCRETA, 33B",MAT1320,INTRODUCAO MATEMATICA DISCRETA,LUIS EDUARDO FERREIRA BARBOSA MOREIRA,33B,I,TER 13-15 L110  QUI 13-15 L110,0,0,0
"MAT1320, INTRODUCAO MATEMATICA DISCRETA, 33C",MAT1320,INTRODUCAO MATEMATICA DISCRETA,SIMON RICHARD GRIFFITHS,33C,I,TER 15-17 L154  QUI 15-17 L154,0,0,0
"MAT1341, CALCULO I PARA ECONOMIA, 33A",MAT1341,CALCULO I PARA ECONOMIA,EDUARDO BARBOSA PINHEIRO,33A,I,SEG 07-09 L246  TER 07-09 L246  QUA 07-09 L246,0,0,0
"MAT1341, CALCULO I PARA ECONOMIA, 33B",MAT1341,CALCULO I PARA ECONOMIA,CLAUDEMIR ALCANTARA DOS SANTOS JUNIOR,33B,I,SEG 15-17 L246  TER 13-15 L246  QUA 15-17 L246,0,0,0
"MAT1341, CALCULO I PARA ECONOMIA, 33C",MAT1341,CALCULO I PARA ECONOMIA,DEBORA FREIRE MONDAINI,33C,I,SEG 15-17 L274  TER 13-15 L274  QUA 15-17 L274,0,0,0
"MAT1341, CALCULO I PARA ECONOMIA, 33D",MAT1341,CALCULO I PARA ECONOMIA,GIOVANNA LUISA COELHO LEAL,33D,I,SEG 15-17 L270  TER 13-15 L270  QUA 15-17 L270,0,0,0
"MAT1342, CÁLCULO II P/ECO, 33A",MAT1342,CÁLCULO II P/ECO,DANIEL KISS,33A,I,SEG 11-13 L270  QUA 11-13 L270,0,0,0
"MAT1342, CÁLCULO II P/ECO, 33B",MAT1342,CÁLCULO II P/ECO,DANIEL KISS,33B,I,SEG 13-15 L246  QUA 13-15 L246,0,0,0
"MAT1343, ÁLGEBRA LINEAR PARA ECO, 33A",MAT1343,ÁLGEBRA LINEAR PARA ECO,KAUANE DE ARAUJO SILVA,33A,I,TER 07-09 L274  QUI 07-09 L274,0,0,0
"MAT1343, ÁLGEBRA LINEAR PARA ECO, 33B",MAT1343,ÁLGEBRA LINEAR PARA ECO,RENATA MARTINS DA ROSA,33B,I,TER 13-15 LAB  QUI 13-15 L252,0,0,0
"MAT1343, ÁLGEBRA LINEAR PARA ECO, 33C",MAT1343,ÁLGEBRA LINEAR PARA ECO,KAUANE DE ARAUJO SILVA,33C,I,TER 13-15 LAB  QUI 13-15 LAB,0,0,0
"MAT1414, INTR PROB E EST, 3ZA",MAT1414,INTR PROB E EST,RANGEL BALDASSO,3ZA,I,SEG 15-17 DPTO  QUA 15-17 DPTO,0,2,0
"MAT1502, INTR FUNÇÕES VARIÁVEL COMPLEXA, 3ZB",MAT1502,INTR FUNÇÕES VARIÁVEL COMPLEXA,JEANINE MARIE VAN ORDER,3ZB,I,GAVEA,0,6,0
"MAT1605, INTRODUCAO A ANALISE, 3ZA",MAT1605,INTRODUCAO A ANALISE,SILVIUS KLEIN,3ZA,I,TER 15-17 L118  QUI 15-17 L118,0,2,0
"MAT1605, INTRODUCAO A ANALISE, 3ZB",MAT1605,INTRODUCAO A ANALISE,NICOLAU CORCAO SALDANHA,3ZB,I,GAVEA,0,6,0
"MAT1606, ANALISE REAL, 3ZA",MAT1606,ANALISE REAL,BOYAN SLAVCHEV SIRAKOV,3ZA,D,TER 11-13 L118  QUI 11-13 L118,0,2,0
"MAT1811, GEOMETRIA DIFERENCIAL, 3ZA",MAT1811,GEOMETRIA DIFERENCIAL,MARCOS CRAIZER,3ZA,I,TER 13-15 L570  QUI 13-15 L570,0,2,0
"MAT1907, IEDP, 3ZB",MAT1907,IEDP,BOYAN SLAVCHEV SIRAKOV,3ZB,I,GAVEA,0,6,0
"MAT2001, ESTUDO ORIENTADO I, 3ZA",MAT2001,ESTUDO ORIENTADO I,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2001, ESTUDO ORIENTADO I, 3ZB",MAT2001,ESTUDO ORIENTADO I,SIMON RICHARD GRIFFITHS,3ZB,I,GAVEA,0,4,0
"MAT2002, ESTUDO ORIENTADO II, 3ZA",MAT2002,ESTUDO ORIENTADO II,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2003, ESTUDO ORIENTADO III, 3ZA",MAT2003,ESTUDO ORIENTADO III,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2004, ESTUDO ORIENTADO IV, 3ZA",MAT2004,ESTUDO ORIENTADO IV,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2012, SEMINARIO DE MESTRADO I, 3ZA",MAT2012,SEMINARIO DE MESTRADO I,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2013, SEMINARIO DE MESTRADO II, 3ZA",MAT2013,SEMINARIO DE MESTRADO II,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2021, SEMINARIO DE DOUTORADO I, 3ZA",MAT2021,SEMINARIO DE DOUTORADO I,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2022, SEMINARIO DE DOUTORADO II, 3ZA",MAT2022,SEMINARIO DE DOUTORADO II,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2023, SEMINARIO DE DOUTORADO III, 3ZA",MAT2023,SEMINARIO DE DOUTORADO III,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2024, SEMINARIO DE DOUTORADO IV, 3ZA",MAT2024,SEMINARIO DE DOUTORADO IV,COORDENADOR DE CURSO,3ZA,D,GAVEA,0,4,0
"MAT2215, ALGEBRA LINEAR, 3ZA",MAT2215,ALGEBRA LINEAR,SIMON RICHARD GRIFFITHS,3ZA,D,TER 13-15 QUI 13-15,0,0,0
"MAT2220, ESTRUTURAS ALGEBRICAS I, 3ZA",MAT2220,ESTRUTURAS ALGEBRICAS I,NICOLAU CORCAO SALDANHA,3ZA,D,SEG 09-11 QUA 09-10,0,0,0
"MAT2232, TOPICOS DE ALGEBRA I, 3ZA",MAT2232,TOPICOS DE ALGEBRA I,JEANINE MARIE VAN ORDER,3ZA,D,TER 09-11 QUI 09-11,0,0,0
"MAT2233, TOPICOS DE ALGEBRA II, 3ZA",MAT2233,TOPICOS DE ALGEBRA II,JEANINE MARIE VAN ORDER,3ZA,D,TER 11-13 QUI 11-13,0,0,0
"MAT2261, TOP DE GEOMETRIA ALGEBRICA I, 3ZA",MAT2261,TOP DE GEOMETRIA ALGEBRICA I,SERGEY GALKIN,3ZA,I,GAVEA,0,4,0
"MAT2303, INTRODUCAO A PROBABILIDADE, 3ZA",MAT2303,INTRODUCAO A PROBABILIDADE,RANGEL BALDASSO,3ZA,D,SEG 15-17 QUA 15-17,0,0,0
"MAT2304, TEORIA DA PROBABILIDADE I, 3ZA",MAT2304,TEORIA DA PROBABILIDADE I,GRIGORY IVANOV,3ZA,D,SEG 15-17 QUA 15-17,0,0,0
"MAT2461, ELEM MATEMAT P/COMP GRAFICA, 3ZA",MAT2461,ELEM MATEMAT P/COMP GRAFICA,SINESIO PESCO,3ZA,D,TER 15-17 QUI 15-17,0,0,0
"MAT2490, TOP MATEMATICA APLICADA I, 3ZA",MAT2490,TOP MATEMATICA APLICADA I,SINESIO PESCO,3ZA,I,GAVEA,0,4,0
"MAT2491, TOP MATEMATICA APLICADA II, 3ZA",MAT2491,TOP MATEMATICA APLICADA II,SINESIO PESCO,3ZA,I,GAVEA,0,4,0
"MAT2614, TOPICOS DE ANALISE I, 3ZA",MAT2614,TOPICOS DE ANALISE I,SILVIUS KLEIN,3ZA,D,TER 15-17 QUI 15-17,0,0,0
"MAT2614, TOPICOS DE ANALISE I, 3ZB",MAT2614,TOPICOS DE ANALISE I,NICOLAU CORCAO SALDANHA,3ZB,D,GAVEA,0,4,0
"MAT2615, TOPICOS DE ANALISE II, 3ZA",MAT2615,TOPICOS DE ANALISE II,SILVIUS KLEIN,3ZA,D,TER 11-13 DPTO  QUI 11-13 DPTO,0,0,0
"MAT2620, ANALISE REAL, 3ZA",MAT2620,ANALISE REAL,BOYAN SLAVCHEV SIRAKOV,3ZA,D,TER 11-13 QUI 11-12,0,0,0
"MAT2622, ANALISE FUNCIONAL, 3ZA",MAT2622,ANALISE FUNCIONAL,RODRIGO BEZERRA DE MATOS,3ZA,D,SEG 11-13 QUA 11-12,0,0,0
"MAT2714, INTRODUCAO A TOPOLOGIA, 3ZA",MAT2714,INTRODUCAO A TOPOLOGIA,LORENZO JUSTINIANO DIAZ CASADO,3ZA,D,TER 15-17 QUI 15-16,0,0,0
"MAT2725, TOPICOS DE TOPOLOGIA, 3ZA",MAT2725,TOPICOS DE TOPOLOGIA,SERGEI BURKIN,3ZA,I,GAVEA,0,4,0
"MAT2812, GEOMETRIA DIFERENCIAL EM R3, 3ZA",MAT2812,GEOMETRIA DIFERENCIAL EM R3,MARCOS CRAIZER,3ZA,D,TER 13-15 QUI 13-14,0,0,0
"MAT2812, GEOMETRIA DIFERENCIAL EM R3, 3ZB",MAT2812,GEOMETRIA DIFERENCIAL EM R3,MARCOS CRAIZER,3ZB,I,GAVEA,0,3,0
"MAT2905, EQ DIFERENCIAIS ORDINARIAS, 3ZA",MAT2905,EQ DIFERENCIAIS ORDINARIAS,RANGEL BALDASSO,3ZA,D,SEG 13-15 QUA 13-14,0,0,0
"MAT2915, TEO EDP ELIP 2 ORD SOL FORTES, 3ZA",MAT2915,TEO EDP ELIP 2 ORD SOL FORTES,BOYAN SLAVCHEV SIRAKOV,3ZA,D,TER 09-11 QUI 09-11,0,0,0
"MAT2920, INTROD AOS SISTEMAS DINAMICOS, 3ZA",MAT2920,INTROD AOS SISTEMAS DINAMICOS,RAFAEL OSWALDO RUGGIERO RODRIGUEZ,3ZA,D,SEG 13-15 QUA 13-15,0,0,0
"MAT2921, DINAMICA HIPERBOLICA, 3ZA",MAT2921,DINAMICA HIPERBOLICA,LORENZO JUSTINIANO DIAZ CASADO,3ZA,D,TER 17-19 QUI 17-19,0,0,0
